DATAFLOW,REF_AREA,MEASURE,SCENARIO,FREQ,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,UNIT_MULT,DECIMALS
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET4,A,2029,20988.01,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET4,A,2030,21307.28,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET1,A,2026,20202.1260256853,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET1,A,2027,20440.35,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET1,A,2028,20715.13,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET1,A,2029,21018.73,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET1,A,2030,21348.32,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET3,A,2026,20202.1260256853,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET3,A,2027,20432.47,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET3,A,2028,20692.05,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET3,A,2029,20977.04,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET3,A,2030,21285.74,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET2,A,2026,20202.1260256853,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET2,A,2027,20440.35,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET2,A,2028,20718.89,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET2,A,2029,21029.71,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A5,GDPVTRD_CAP,ET2,A,2030,21369.92,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET4,A,2026,4287.7511936018,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET4,A,2027,4264.985,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET4,A,2028,4262.499,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET4,A,2029,4275.721,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET4,A,2030,4303.235,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU1,A,2026,4287.7511936018,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU1,A,2027,4297.929,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU1,A,2028,4323.703,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU1,A,2029,4363.31,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU1,A,2030,4415.47,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET3,A,2026,4287.7511936018,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET3,A,2027,4264.985,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET3,A,2028,4260.797,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET3,A,2029,4270.913,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET3,A,2030,4294.048,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET1,A,2026,4287.7511936018,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET1,A,2027,4267.167,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET1,A,2028,4267.084,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET1,A,2029,4282.108,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET1,A,2030,4310.655,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU2,A,2026,4287.7511936018,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU2,A,2027,4295.715,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU2,A,2028,4317.291,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU2,A,2029,4350.914,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,BAU2,A,2030,4395.453,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET2,A,2026,4287.7511936018,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET2,A,2027,4267.167,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET2,A,2028,4268.789,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET2,A,2029,4286.928,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F6,GDPVTRD_CAP,ET2,A,2030,4319.876,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET1,A,2026,45537.7088170773,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET1,A,2027,46079.51,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET1,A,2028,46683.95,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET1,A,2029,47328.76,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET1,A,2030,48004.05,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET4,A,2026,45537.7088170773,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET4,A,2027,46067.78,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET4,A,2028,46657.48,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET4,A,2029,47289.9,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET4,A,2030,47956.82,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET3,A,2026,45537.7088170773,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET3,A,2027,46067.78,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET3,A,2028,46649.88,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET3,A,2029,47267.52,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET3,A,2030,47912.53,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU1,A,2026,45537.7088170773,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU1,A,2027,46209.89,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU1,A,2028,46936.54,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU1,A,2029,47706.68,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU1,A,2030,48510.46,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET2,A,2026,45537.7088170773,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET2,A,2027,46079.51,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET2,A,2028,46691.56,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET2,A,2029,47351.15,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,ET2,A,2030,48048.42,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU2,A,2026,45537.7088170773,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU2,A,2027,46198.06,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU2,A,2028,46902.06,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU2,A,2029,47639.52,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),S4,GDPVTRD_CAP,BAU2,A,2030,48401.3,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET2,A,2026,19599.4505973281,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET2,A,2027,19582.18,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET2,A,2028,19634.35,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET2,A,2029,19734.43,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET2,A,2030,19874.6,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET1,A,2026,19599.4505973281,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET1,A,2027,19582.18,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET1,A,2028,19620.27,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET1,A,2029,19693.67,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET1,A,2030,19795.26,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET3,A,2026,19599.4505973281,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET3,A,2027,19574.26,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET3,A,2028,19597.31,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET3,A,2029,19652.6,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET3,A,2030,19734.18,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU1,A,2026,19599.4505973281,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU1,A,2027,19826.09,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU1,A,2028,20088.94,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU1,A,2029,20384.85,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU1,A,2030,20707.19,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU2,A,2026,19599.4505973281,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU2,A,2027,19818.02,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU2,A,2028,20065.3,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU2,A,2029,20338.69,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,BAU2,A,2030,20632.06,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET4,A,2026,19599.4505973281,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET4,A,2027,19574.26,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET4,A,2028,19611.37,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET4,A,2029,19693.29,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),F98,GDPVTRD_CAP,ET4,A,2030,19813.29,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET2,A,2026,75564.6298043893,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET2,A,2027,76534,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET2,A,2028,77595.25,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET2,A,2029,78726.54,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET2,A,2030,79915.74,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET1,A,2026,75564.6298043893,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET1,A,2027,76534,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET1,A,2028,77588.23,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET1,A,2029,78705.7,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET1,A,2030,79874.2,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET3,A,2026,75564.6298043893,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET3,A,2027,76513.47,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET3,A,2028,77528.52,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET3,A,2029,78598.37,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET3,A,2030,79713.77,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU1,A,2026,75564.6298043893,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU1,A,2027,76652.77,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU1,A,2028,77820.25,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU1,A,2029,79053.69,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU1,A,2030,80340.9,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET4,A,2026,75564.6298043893,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET4,A,2027,76513.47,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET4,A,2028,77535.54,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET4,A,2029,78619.19,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,ET4,A,2030,79755.23,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU2,A,2026,75564.6298043893,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU2,A,2027,76632.08,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU2,A,2028,77759.95,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU2,A,2029,78936.39,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),A2,GDPVTRD_CAP,BAU2,A,2030,80150.46,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET2,A,2026,21447.3172476319,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET2,A,2027,21592.55,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET2,A,2028,21816.61,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET2,A,2029,22105.64,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET2,A,2030,22450.66,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET3,A,2026,21447.3172476319,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET3,A,2027,21583.24,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET3,A,2028,21786.8,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET3,A,2029,22048.95,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET3,A,2030,22362.03,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET4,A,2026,21447.3172476319,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET4,A,2027,21583.24,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET4,A,2028,21789.3,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET4,A,2029,22056.25,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,ET4,A,2030,22376.36,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,BAU1,A,2026,21447.3172476319,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,BAU1,A,2027,21635.85,,USD_PPP_PS,0,2
OECD.ECO.MAD:DSD_EO_LTB@DF_EO_LTB(1.0),THA,GDPVTRD_CAP,BAU1,A,2028,21897.1,,USD_PPP_PS,0,2
